ZipCode,DogBreed
49441,GOLDEN RETRIEVER
16354,LABRADOR RETRIEVER
34211,SHIH TZU
44141,LAB MIX
28273,MORKIE
7885,CHIHUAHUA
73099,DACHSHUND
35907,SCHNOODLE
15009,MIXED
16113,LAB MIX
15665,COCKER SPANIEL
15660,LAB MIX
23451,YORKSHIRE TERRIER
44241,BEAGLE
34145,ENG BULLDOG
15502,MIXED
27540,TAG
15242,TAG
33442,JACK RUSSEL TERRIER
84770,COTON DE TULEAR
1821,GER SHEPHERD
80303,BORD COLLIE MIX
34472,DACHSHUND
16056,LABRADOR RETRIEVER
15644,LAB MIX
16051,ENGLISH MASTIFF
80109,POINTER
33319,AM PITT BULL MIX
31535,LAB MIX
20171,SHIH TZU
33566,MIXED
29410,LAB MIX
28021,HAVANESE
16259,LAB MIX
29511,PARSON RUSSELL TERR
15022,SHIH TZU
17070,W HGHLND WH TERRIER
34119,SHIBA INU
16037,LHASA APSO
16143,MIXED
15054,TAG
32119,PUG
15801,ST BERNARD
40205,MIXED
15105,MIXED
44431,BRITTANY SPANIEL
12559,TAG
17034,TAG
33401,BLUE HEELER
